predator.name	SpecCode	gbif.taxon.id	dietary.niche.width	Cnidaria.other	Anthozoa	Annelida.other	Polychaeta	Clitellata	Mollusca.other	Polyplacophora	Bivalvia	Gastropoda	Cephalopoda	Brachiopoda.other	Arthropoda.other	Ostracoda	Maxillopoda	Malacostraca	Insecta	Echinodermata.other	Ophiuroidea	Echinoidea	Holothuroidea	Chordata.other	Actinopterygii	Chondrichthyes	Amphibia	Reptilia	Aves	Mammalia	Plantae.other	Animalia.other	Cnidaria-sub	Annelida-sub	Mollusca-sub	Arthropoda-sub	Brachiopoda-sub	Echinodermata-sub	Chordata-sub
Rhabdolichops lundbergi	62855	2402025	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0							
Labropsis manabei	4866	2383383	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Icelus bicornis	4107	5201203	4	0	0	0	2	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	9							
Sillago flindersi	8512	2391949	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	15							
Trachyrincus murrayi	27730	2415968	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Lycengraulis grossidens	552	2413813	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	19	0	0	0	0	0	0	48							
Variola louti	5354	2389100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0							
Sprattus sprattus	1357	2413452	12	0	0	0	48	0	9	0	56	5	0	0	88	30	1695	335	435	0	0	0	0	1280	1170	0	0	0	0	0	0	169							
Rhabdoblennius nitidus	13762	2395573	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Acanthurus albipectoralis	13770	5209262	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Pingalla midgleyi	10611	2374492	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Ephippus orbis	8243	5211220	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Anisotremus interruptus	8253	2382602	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Calloplesiops altivelis	12655	2389714	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0							
Clarotes laticeps	5463	2337311	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	20	0	0	0	0	0	0	0	0	0	1	0	3	0							
Parascolopsis tanyactis	5863	2380170	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Porichthys plectrodon	3072	2350824	7	0	0	0	5	0	3	0	0	0	2	0	0	0	1	13	0	0	0	0	0	0	7	0	0	0	0	0	0	45							
Myxodagnus sagitta	56678	2390134	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Cantherhines pullus	1082	2406961	12	2	7	0	0	0	3	0	12	0	0	0	0	0	4	6	0	6	2	4	0	1	0	0	0	0	0	0	21	41							
Chelmonops truncatus	10286	2385297	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Paraclinus tanygnathus	46691	2389642	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Pomacanthus annularis	7902	2396404	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6							
Genicanthus melanospilos	8710	2396471	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Cyclothone acclinidens	5116	2347458	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0							
Haemulon plumierii	1140	2382537	12	0	0	7	68	0	21	0	123	150	0	0	0	0	0	289	0	16	15	29	2	0	3	0	0	0	0	0	0	25							
Channa orientalis	5143	2391488	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Cheirodon interruptus	12348	2353776	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Mormyrus kannume	8767	2402697	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Nesiarchus nasutus	7573	2397789	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Nannacara anomala	11180	5208106	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	3							
Glaucostegus halavi	10804	2418919	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Chaca bankanensis	12013	2337565	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0							
Annamia normani	26830	2358659	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Cichla temensis	6461	5208147	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	6	0							
Cynoglossus marleyi	7683	2409740	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Scorpaenodes africanus	17283	2334377	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0							
Balantiocheilos melanopterus	6089	2363816	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3							
Eusphyra blochii	908	2418825	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Morone mississippiensis	3309	2394610	5	4	0	2	0	0	0	0	0	0	0	0	0	0	0	21	6	0	0	0	0	0	13	0	0	0	0	0	0	0							
Odonus niger	1311	2407210	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6							
Gonichthys cocco	1716	2405658	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Hemiodus immaculatus	25718	2354865	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	3	0	0	0	0	0	3	3							
Pristis pristis	8940	5216276	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Scorpaenichthys marmoratus	4140	5201222	6	0	0	0	0	0	7	0	0	17	8	0	0	0	0	16	0	0	0	0	0	0	58	0	0	0	0	0	0	3							
Richardsonius balteatus	2949	2362399	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	3	0							
Spondyliosoma cantharus	1356	2392356	14	10	0	0	12	0	21	0	8	9	4	0	0	0	0	26	8	4	2	1	0	0	12	0	0	0	0	0	3	12							
Benthalbella elongata	6974	2401439	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0							
Serrasalmus irritans	53376	2354155	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	11	0	0	0	0	0	6	0							
Thryssa setirostris	599	2414123	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Acanthopsoides molobrion	23006	2368112	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Odontostomops normalops	16608	2401097	2	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Xenopoclinus leprosus	17018	2380258	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Trichomycterus maracaya	61830	2343099	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	3							
Coregonus clupeaformis	234	2351119	8	0	0	0	0	0	18	0	20	0	0	0	10	15	0	5	91	0	0	0	0	0	23	0	0	0	0	0	0	21							
Centrolophus niger	249	5212018	3	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Nandus nandus	10260	2399366	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Vomeridens infuscipinnis	7107	2393152	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0							
Cryodraco antarcticus	7111	2389941	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	2	0	0	0	0	1	0	0							
Haplochromis dichrourus	6726	2373396	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0							
Centropomus undecimalis	345	2369643	6	0	0	0	0	0	0	0	28	54	0	0	0	0	0	345	0	0	0	0	0	0	1312	0	0	0	0	0	3	3							
Sundasalanx malleti	27949	2413682	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Stegastes limbatus	4350	2398775	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Platycephalus laevigatus	52356	5201397	6	0	0	0	0	0	6	0	0	3	8	0	0	0	0	6	0	0	0	0	0	0	15	0	0	0	0	0	8	0							
Oxyzygonectes dovii	6361	2350691	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Xenotilapia ochrogenys	9177	2369825	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	3	0	0	0	0	0	3	9							
Pseudotropheus minutus	2378	2373076	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Syngnathoides biaculeatus	5980	2333300	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	6							
Himantolophus azurlucens	58782	2415102	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0							
Porogobius schlegelii	9984	2377810	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	9	0	0	0	0	0	3	9							
Brevoortia gunteri	1588	5214548	3	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6							
Tenualosa ilisha	1596	2413382	9	0	0	0	0	0	3	0	0	0	0	0	2	1	4	0	1	0	0	0	0	0	1	0	0	8	0	0	12	7							
Fundulus similis	3205	5203634	13	0	0	2	49	0	6	0	60	42	0	0	16	24	7	90	109	0	0	0	0	0	42	0	0	0	0	0	25	7							
Ctenochaetus strigosus	6015	2379620	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Coelorinchus smithi	23219	2416395	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	3							
Cottus poecilopus	8419	2334159	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	6	0	0	0	0	0	0	3							
Ecsenius ops	61238	2396078	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Callionymus marleyi	7650	2386602	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Bathyraja macloviana	52474	2420354	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Brachirus elongatus	26874	5962299	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Hemichromis guttatus	62877	2371362	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Taenioides cirratus	4899	2378345	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Amphiprion ocellaris	6509	5212106	7	1	2	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	15	0	0	0	0	0	12	3							
Sarda chiliensis	113	5712278	3	0	0	0	0	0	0	0	0	0	41	0	0	0	0	2	0	0	0	0	0	0	70	0	0	0	0	0	0	0							
Chaetodon aureofasciatus	6513	2385421	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Lethenteron camtschaticum	2524	2421341	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	3	3							
Parodon hilarii	56971	2354798	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0							
Aptocyclus ventricosus	4177	2336803	5	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	12							
Micropterus notius	3383	5211249	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	9							
Arius oetik	23384	2345235	7	0	0	0	0	0	3	0	2	0	2	0	0	0	0	1	0	2	0	0	1	0	4	0	0	0	0	0	0	0							
Leptoclinus maculatus	3788	2394832	3	0	0	0	10	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Liza haematocheila	13000	2400874	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Clinus nematopterus	17003	2380332	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0							
Squalius carolitertii	9811	2365743	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3							
Lethrinus xanthochilus	1852	2374879	4	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3							
Labroides dimidiatus	5459	2383731	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Phenacogrammus interruptus	10660	2356255	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	3							
Lophius budegassa	5094	2415070	4	0	0	0	0	0	9	0	0	0	3	0	0	0	0	12	0	0	0	0	0	0	144	0	0	0	0	0	0	0							
Anguilla rostrata	296	5212956	8	0	0	0	0	0	12	0	0	9	0	0	1	0	0	18	53	0	0	0	0	0	21	0	0	0	0	0	12	3							
Esox niger	2712	2346629	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	23	0	0	0	0	0	5	0	0	0	4	3	0	0							
Decapterus kurroides	1940	2391049	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Synodontis contractus	9551	2344333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Acanthocepola abbreviata	10354	2379521	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Megalobrama mantschuricus	62363	2362737	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0							
Cryptoheros septemfasciatus	26768	2370321	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	9	0							
Exyrias belissimus	370	2375839	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Dipturus oxyrinchus	7616	2420174	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Atherinomorus vaigiensis	61247	2411855	6	0	0	0	3	0	6	0	0	0	0	0	0	0	0	2	14	0	0	0	0	0	0	0	0	0	0	0	6	18							
Pseudupeneus prayensis	453	2396810	4	0	0	0	12	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	24							
Labropsis alleni	4863	2383390	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Dipturus nidarosiensis	8900	2420247	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Aplocheilus dayi	10939	2347869	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	3	0	0	0	0	0	0	0							
Placidochromis subocularis	2150	2372646	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Mystus bocourti	16151	5201906	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Malacosteus niger	10157	2347378	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Seriola rivoliana	1007	5961682	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	3							
Okamejei acutispina	15416	2420096	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Okamejei boesemani	15417	2420118	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Rhinecanthus assasi	25420	2407230	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Halichoeres nicholsi	13846	2384208	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Lophiobrycon weitzmani	61847	2354000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	6	3							
Stenodus leucichthys	2692	2351343	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	4	17	0	0	0	0	0	0	0							
Cygnodraco mawsoni	7099	2393137	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	2	36	0	0	0	0	0	0	9							
Cyclocheilichthys furcatus	27103	2364450	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3							
Nerophis maculatus	16311	2333325	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Platanichthys platana	1523	2413291	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3							
Haemulon chrysargyreum	1134	2382524	14	12	0	3	57	0	9	0	116	40	3	0	6	3	63	228	0	0	0	0	0	12	3	0	0	0	0	0	0	31							
Haemulon macrostomum	1136	2382517	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	175	0	4	0	30	0	0	3	0	0	0	0	0	0	0							
Channa micropeltes	344	2391455	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Pseudocyttus maculatus	7151	2415336	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3							
Gymnocanthus intermedius	23955	2334004	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	8	0	0	0	0	0	0	6							
Himantolophus appelii	24762	2415097	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	1	7	0	0	0	0	0	0	0							
Paralichthys orbignyanus	26369	2408889	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	3							
Cheilinus lunulatus	12780	2383316	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Cirripectes stigmaticus	4402	2395829	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Desmopuntius johorensis	10808	8239511	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3							
Ecsenius sellifer	6035	2396084	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Pseudorhombus tenuirastrum	15264	2408820	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Parma alboscapularis	12465	2399355	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0							
Pseudobalistes fuscus	4466	2407175	5	1	0	0	0	0	12	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3							
Aspidontus taeniatus	6066	2395713	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3							
Parma bicolor	12467	2399351	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Dactyloptena orientalis	4485	2333592	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Dicotylichthys punctulatus	14489	2406508	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Bathyraja smithii	10121	2420307	4	0	0	0	0	0	5	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0							
Sabanejewia larvata	46528	2367885	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Lepidogalaxias salamandroides	4537	2411177	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	40	0	0	0	0	0	0	0	0	0	0	0	0	0							
Pseudobarbus quathlambae	6140	2359879	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Hypsoblennius gentilis	3761	2395562	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	6	11							
Ectodus descampsii	8575	2370844	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Hepsetus cuvieri	67377	8206135	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	49	0	0	4	0	0	0	0							
Sphaeramia nematoptera	5778	2396947	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Bellator gymnostethus	14179	5201603	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0							
Symphorichthys spilurus	214	2384695	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Siganus puellus	4617	2390277	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9							
Pseudobalistes naufragium	8226	2407179	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0							
Diaphus luetkeni	16651	2406178	9	0	0	0	4	0	2	0	0	1	1	0	0	0	28	20	0	0	0	0	0	7	8	0	0	0	0	0	0	5							
Symphurus atricaudus	4262	2409504	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9							
Balistes polylepis	4276	2407118	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6							
Haplochromis brownae	6702	2373344	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Champsodon snyderi	23513	2387153	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	7	0	0	4	0	0	0	0							
Chrysoblephus anglicus	5528	2392432	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Anotopterus pharao	2729	2401111	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0							
Xenotaenia resolanae	11952	2347696	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Synagrops japonicus	357	8704840	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	2	4	0	0	0	12	0	0	0	0	0	0	0							
Equetus lanceolatus	3584	2399845	3	0	0	0	18	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	9							
Cheilio inermis	5623	2383605	8	0	0	0	3	0	12	0	4	3	0	0	0	0	0	4	0	2	0	0	0	0	3	0	0	0	0	0	0	3							
Alestes macrophthalmus	5230	2356087	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Entomacrodus caudofasciatus	6037	2395647	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Prionotus carolinus	1243	5201557	7	0	0	0	5	0	9	0	2	0	2	0	0	0	0	13	0	0	0	0	0	0	2	0	0	0	0	0	0	6							
Ctenopoma petherici	10050	5210794	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	0	3	3							
Malapterurus electricus	2087	2342026	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	3							
Erythrocles schlegelii	7693	2390466	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Raja rondeleti	9303	5216032	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
