predator.name	SpecCode	gbif.taxon.id	dietary.niche.width	Cnidaria.other	Anthozoa	Annelida.other	Polychaeta	Clitellata	Mollusca.other	Polyplacophora	Bivalvia	Gastropoda	Cephalopoda	Brachiopoda.other	Arthropoda.other	Ostracoda	Maxillopoda	Malacostraca	Insecta	Echinodermata.other	Ophiuroidea	Echinoidea	Holothuroidea	Chordata.other	Actinopterygii	Chondrichthyes	Amphibia	Reptilia	Aves	Mammalia	Plantae.other	Animalia.other	Cnidaria-sub	Annelida-sub	Mollusca-sub	Arthropoda-sub	Brachiopoda-sub	Echinodermata-sub	Chordata-sub
Fonchiiichthys uracanthus	50605	6167962	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3							
Emmelichthys struhsakeri	8213	2390484	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Monomitopus agassizii	28225	2345975	6	0	0	0	75	0	0	0	0	0	8	0	0	291	93	262	0	0	0	0	0	0	0	0	0	0	0	0	0	12							
Paralaubuca typus	27025	2362382	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3							
Dormitator maculatus	3827	2386401	11	0	0	2	3	0	3	0	0	3	0	0	1	0	0	1	18	0	0	0	0	0	3	0	0	8	0	0	9	12							
Coregonus lavaretus	232	2351211	13	1	0	6	0	0	32	0	8	6	0	0	12	1	7	6	132	0	0	0	0	0	21	0	0	0	0	0	5	29							
Pleuronectes putnami	4245	5213985	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Nanocheirodon insignis	51046	2352744	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Oxygaster anomalura	17449	2362101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0							
Eucinostomus havana	1051	2369488	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Labeo gonius	10254	5206140	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0							
Diretmichthys parini	9057	2356683	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Nothobranchius jubbi	9858	2348634	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Anaora tentaculata	17464	2386711	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Oplegnathus peaolopesi	7891	2392234	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Diplotaxodon macrops	52731	2371574	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Devario kakhienensis	24385	2361493	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Squalius lucumonis	25986	2365749	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Heniochus monoceros	5590	2385719	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Pachymetopon aeneum	5999	2392598	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Callorhinchus callorynchus	8399	2417405	10	0	0	0	3	0	21	0	9	1	4	0	0	0	0	0	8	2	0	1	0	0	4	0	0	0	0	0	0	9							
Plesiops coeruleolineatus	8005	5210314	8	0	0	0	0	0	6	0	0	3	0	0	0	0	1	9	0	0	0	0	0	2	2	0	0	2	0	0	0	3							
Nannocharax machadoi	11211	7953986	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6							
Mycteroperca microlepis	1212	2388994	11	0	10	0	9	0	12	0	16	1	27	0	0	0	0	262	0	0	0	3	0	18	600	0	0	0	0	0	0	35							
Laemonema longipes	2014	5215409	4	0	0	0	0	0	0	0	0	0	10	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	11							
Epinephelus morio	17	2388373	9	0	0	0	0	0	119	0	9	25	32	0	0	0	0	387	0	4	0	0	0	0	231	0	0	0	0	0	16	3							
Gomphosus varius	5626	2383021	7	0	0	0	3	0	12	0	4	3	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	3							
Galaxias rostratus	10428	5214293	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Coris julis	58	5209780	8	0	0	0	3	0	42	0	4	6	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	9	9							
Orestias cuvieri	10459	5203461	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6							
Chromis retrofasciata	5676	5212263	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Trichopsis pumila	12082	5211204	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3							
Acipenser schrenckii	6085	2402124	5	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	308	0	0	0	0	1	6	0	0	0	0	0	0	9							
Rexea antefurcata	8485	2397832	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Lythrurus umbratilis	2910	2366052	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0							
Scomberomorus brasiliensis	119	2374270	5	0	0	0	3	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0	0	0	9							
Careproctus furcellus	24126	2336210	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Scophthalmus aquosus	530	2409401	10	4	0	0	15	0	3	0	2	0	2	0	0	0	0	59	0	2	0	2	0	0	788	0	0	0	0	0	0	28							
Nansenia oblita	1738	5214207	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Bathypterois oddi	46964	2401342	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Nannoperca obscura	10565	2380405	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0							
Bothus lunatus	978	5213848	5	0	0	0	0	0	8	0	0	0	6	0	0	0	24	14	0	0	0	0	0	0	43	0	0	0	0	0	0	0							
Malacocephalus laevis	4989	5215092	5	0	0	0	0	0	0	0	0	0	10	0	0	3	0	10	0	0	0	0	0	0	13	0	0	0	0	0	0	6							
Mustelus mustelus	4996	2418313	9	0	0	0	0	0	34	0	9	4	13	0	0	0	0	131	0	2	0	0	0	0	13	0	0	0	0	0	4	9							
Benthosema fibulatum	7423	2406087	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Saccoderma melanostigma	48636	2353298	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Zenarchopterus dunckeri	17043	2368793	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Luciobarbus graecus	25850	2363082	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Spratelloides robustus	1460	2412985	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Neobythites zonatus	54260	2345725	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Barbonymus gonionotus	286	2366114	6	0	0	0	0	0	0	0	0	0	0	0	5	1	6	0	6	0	0	0	0	0	0	0	0	0	0	0	24	13							
Rhamphochromis woodi	2302	2372585	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0							
Macquaria ambigua	10312	5209327	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	3	0	0	0	0	0	0	3							
Thayeria boehlkei	10716	5204168	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	6							
Corumbataia britskii	63128	2340231	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0							
Anchichoerops natalensis	14328	2383601	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0							
Benthalbella dentata	2730	2401437	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0							
Allocyttus verrucosus	9144	2415343	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2	0	0	0	1	22	0	0	0	0	0	0	0							
Nannostomus unifasciatus	10761	2355651	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3							
Rasbora einthovenii	10371	2359549	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3							
Dunckerocampus dactyliophorus	5972	2332776	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0							
Batrachocottus baicalensis	47978	2335294	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	0	0	0	0	0	0	0	0	4	0	0	0	0							
Polypterus retropinnis	2387	2346578	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Cirripectes gilberti	4391	2395810	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Tigrigobius nesiotes	54395	8419105	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Cephaloscyllium sufflans	801	2418626	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Cerdale paludicola	46815	2392072	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Scyliorhinus stellaris	854	2418670	9	0	0	2	0	0	15	0	4	6	12	0	0	0	0	22	0	0	0	0	0	5	8	0	0	0	0	0	0	6							
Manta birostris	2061	2419163	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6							
Fistularia tabacaria	3275	5200941	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	6							
Sargochromis mortimeri	6905	2372808	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0							
Pomacentrus burroughi	5719	2398271	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Synodus saurus	1771	5212655	5	0	0	0	0	0	3	0	0	0	7	0	0	0	0	10	0	0	0	0	0	0	25	0	0	0	0	0	0	3							
Coregonus kiletz	65381	4409517	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3							
Oplegnathus insignis	8200	2392250	7	0	0	0	0	0	12	1	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	3	3							
Centropyge potteri	7812	2396492	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3							
Mekongina erythrospila	16215	2367766	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0							
Pachychilon pictum	26627	2360041	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	3							
Pimelodella geryi	47839	2343429	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0							
Coelorinchus flabellispinnis	10240	2416244	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Hypoatherina valenciennei	15462	2411906	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Centroscymnus crepidater	663	2421203	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Acanthemblemaria exilispinus	46709	2381372	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Pomadasys olivaceus	5518	2382825	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Exocoetus monocirrhus	5123	2368663	3	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14							
Platycephalus speculator	3552	5201384	6	0	0	0	6	0	3	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	0	6							
Lobocheilos cryptopogon	27153	5205896	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0							
Phallichthys tico	47166	2349750	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Sebastes polyspinis	3990	2335506	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	19	0	0	2	0	0	0	1	0	0	0	0	0	0	7							
Praealticus bilineatus	59608	2395480	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Vandellia cirrhosa	8811	5202897	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0							
Fusigobius neophytus	7215	2377776	8	1	0	0	0	0	3	0	0	3	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	4	0	0	6	18							
Microphis fluviatilis	7623	5201012	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Entomacrodus decussatus	6039	2395664	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Rhamphichthys rostratus	28040	2401929	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Laeops nigromaculatus	7643	2408493	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Elopichthys bambusa	12068	2362832	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0							
Pomacentrus leptus	12494	2398298	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Rhizoprionodon longurio	901	2417896	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8	0	0	0							
Cubiceps gracilis	1710	2381900	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6							
Girella punctata	6537	2381231	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Australoheros perdi	66160	6169094	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0							
Oreonectes platycephalus	7760	7888399	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Catostomus commersonii	2965	2359014	9	0	0	0	0	0	15	0	4	12	0	0	5	24	0	0	285	0	0	0	0	0	0	0	0	28	0	0	12	42							
Girella elevata	51386	2381221	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	3							
Ecsenius tigris	12638	2396059	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Nemipterus furcosus	5843	2380012	7	0	0	4	0	0	15	0	4	0	4	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	6							
Chromis alta	11853	5212215	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Spratelloides gracilis	1458	2412980	7	0	0	0	0	0	3	0	0	3	0	0	0	3	1	2	0	0	0	0	0	0	6	0	0	0	0	0	0	6							
Otocinclus tapirape	60271	2340474	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0							
Phycis chesteri	1880	5214921	7	0	0	0	0	0	3	0	0	0	5	0	0	0	3	5	0	2	0	1	0	0	3	0	0	0	0	0	0	0							
Patagonotothen ramsayi	10308	2385878	6	0	0	0	0	0	3	0	0	0	4	0	0	0	0	7	0	4	0	0	0	2	0	0	0	0	0	0	0	14							
Rhinobatos annulatus	5509	2419033	3	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Synodontis membranaceus	9517	2344413	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3							
Engraulicypris sardella	5138	2367506	5	0	0	0	0	0	0	0	0	0	0	0	2	3	3	0	18	0	0	0	0	0	4	0	0	0	0	0	0	0							
Aplocheilus panchax	4756	2347811	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Girella laevifrons	57959	2381200	8	0	0	0	6	0	12	0	8	6	0	0	0	0	0	10	16	0	0	0	0	0	0	0	0	0	0	0	6	6							
Labeobarbus gorguari	56366	5205423	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	3	0	0	0	0	0	6	0							
Chaetodon speculum	5576	2385315	3	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Apletodon dentatus	9196	4284477	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6							
Isacia conceptionis	397	2382581	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Urolophus paucimaculatus	24002	2419386	3	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9							
Tripodichthys blochii	8413	2406579	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Simochromis marginatus	8859	2371725	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0							
Engraulis japonicus	1663	2413997	6	0	0	0	0	0	0	0	0	0	0	0	0	3	7	2	0	0	0	0	0	0	17	0	0	8	0	0	0	30							
Halichoeres maculipinna	3664	2384125	13	12	0	0	12	0	16	1	34	79	6	0	6	3	64	172	0	0	0	0	0	12	0	0	0	0	0	0	0	16							
Labropsis australis	4868	2383387	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Anchoviella guianensis	1673	2414272	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Carcharhinus sorrah	884	2418184	5	0	0	0	0	0	15	0	0	0	4	0	0	0	0	8	0	0	0	0	0	0	7	0	0	0	0	0	6	0							
Hyperoglyphe antarctica	496	2398149	5	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	6							
Archosargus pourtalesii	8111	2392538	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6							
Plectroglyphidodon phoenixensis	5714	2398967	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Caesio teres	923	2374798	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Asterorhombus intermedius	8123	2408584	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Scomberomorus maculatus	126	2374268	7	0	0	0	0	0	6	0	0	3	6	0	0	0	0	150	4	0	0	0	0	0	158	0	0	0	0	0	0	6							
Hemiculter bleekeri	22529	2367294	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	4	0	0	16	0							
Naso thynnoides	6932	8597055	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6							
Rajella dissimilis	8937	2420416	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Atlantoraja castelnaui	14143	2419892	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Epinephelus goreensis	4961	2388235	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Argyropelecus sladeni	7392	2347588	2	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Pinjalo pinjalo	196	2385238	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6							
Nezumia aequalis	4997	2416866	13	0	0	168	1780	0	0	0	408	168	12	0	26	690	413	1372	0	10	18	0	0	0	18	0	0	0	0	0	0	166							
Lutjanus bohar	1417	2384758	5	1	0	2	0	0	12	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6							
Squalius illyricus	26623	2360655	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Parma oligolepis	10239	2399346	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3							
Nemipterus tambuloides	5844	2379991	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0							
Apogon dovii	8256	7977144	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Trinectes maculatus	4260	2408252	12	1	0	8	27	0	0	0	46	0	0	0	0	12	7	130	136	0	0	0	0	0	2	0	0	4	0	0	11	13							
Tachysurus sinensis	58672	2338459	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0							
Pterocaesio trilineata	1886	2374744	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Ostorhinchus apogonoides	10294	5962027	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Dallia pectoralis	2705	5203120	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	1	0	0	0	0	0	0	3							
Heterodontus galeatus	740	5215665	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0							
Exodon paradoxus	5145	2354407	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0							
Priacanthus arenatus	1149	2375036	10	12	0	0	19	0	0	0	0	10	20	0	6	0	63	419	0	0	0	0	0	12	88	0	0	0	0	0	0	33							
Maylandia barlowi	2358	2372991	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Labeobarbus longissimus	56360	5205434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0							
Achiroides leucorhynchos	25162	2409989	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Puntigrus tetrazona	4766	8214163	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Neogobius melanostomus	12019	2379089	8	0	0	0	1	0	18	0	2	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	8	0	0	3	9							
Prionotus alatus	4020	5201577	7	0	0	0	12	0	0	0	0	0	0	0	0	2	0	37	0	0	0	0	0	2	2	0	0	2	0	0	0	42							
Myleus ternetzi	28031	2354501	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3							
Hypsurus caryi	3633	2389310	9	0	0	0	17	0	6	0	8	3	0	0	0	0	0	15	0	2	6	0	0	0	2	0	0	0	0	0	0	17							
Buglossidium luteum	53	2409909	8	0	0	0	13	0	9	0	12	9	0	0	0	0	14	6	0	0	0	0	0	2	0	0	0	0	0	0	0	3							
Clinocottus globiceps	4059	2333870	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Lophotus lacepede	3261	5212559	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
Ecsenius dilemma	7667	2396047	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0							
Meiacanthus ditrema	6068	2395894	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3							
Clarias theodorae	2101	5202770	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	10	0	0	4	0	0	3	0							
Sebastes alutus	504	2335557	8	0	0	0	0	0	3	0	0	0	4	0	2	0	5	39	0	0	0	0	0	3	9	0	0	0	0	0	0	16							
Sebastes mentella	505	2335427	10	0	4	0	0	0	0	0	16	8	2	0	0	0	20	49	0	0	0	0	4	8	57	0	0	0	0	0	0	8							
Stereolepis gigas	3310	5211259	5	0	0	0	0	0	4	0	0	0	4	0	0	0	0	16	0	0	0	0	0	10	16	0	0	0	0	0	0	0							
